Airline,Aircraft,Day,Scheduled Time,Actual Time
Quantas,QF406,20 Aug 2024,6:30 AM,6:33 AM
Quantas,QF406,21 Aug 2024,6:30 AM,6:44 AM
Quantas,QF406,22 Aug 2024,6:30 AM,6:36 AM
Quantas,QF406,23 Aug 2024,6:30 AM,6:36 AM
Quantas,QF406,24 Aug 2024,6:30 AM,6:35 AM
Quantas,QF406,25 Aug 2024,6:30 AM,
Quantas,QF406,26 Aug 2024,6:30 AM,6:41 AM
Quantas,QF406,27 Aug 2024,6:30 AM,6:48 AM
Quantas,QF406,28 Aug 2024,6:30 AM,6:42 AM
Quantas,QF406,29 Aug 2024,6:30 AM,6:39 AM
Quantas,QF406,30 Aug 2024,6:30 AM,6:36 AM
Quantas,QF406,31 Aug 2024,6:30 AM,
Quantas,QF410,1 Aug 2024,7:00 AM,7:38 AM
Quantas,QF410,02 Aug 2024,7:00 AM,7:08 AM
Quantas,QF410,03 Aug 2024,7:00 AM,7:15 AM
Quantas,QF410,04 Aug 2024,7:00 AM,7:10 AM
Quantas,QF410,05 Aug 2024,7:00 AM,7:18 AM
Quantas,QF410,06 Aug 2024,7:00 AM,7:02 AM
Quantas,QF410,07 Aug 2024,7:00 AM,7:08 AM
Quantas,QF410,08 Aug 2024,7:00 AM,7:12 AM
Quantas,QF410,09 Aug 2024,7:00 AM,7:19 AM
Quantas,QF410,10 Aug 2024,7:00 AM,7:15 AM
Quantas,QF410,11 Aug 2024,7:00 AM,7:21 AM
Quantas,QF410,12 Aug 2024,7:00 AM,
Quantas,QF410,13 Aug 2024,7:00 AM,7:09 AM
Quantas,QF410,14 Aug 2024,7:00 AM,7:39 AM
Quantas,QF410,15 Aug 2024,7:00 AM,7:16 AM
Quantas,QF410,16 Aug 2024,7:00 AM,7:09 AM
Quantas,QF410,17 Aug 2024,7:00 AM,7:06 AM
Quantas,QF410,18 Aug 2024,7:00 AM,7:04 AM
Quantas,QF410,19 Aug 2024,7:00 AM,7:28 AM
Quantas,QF410,20 Aug 2024,7:00 AM,7:13 AM
Quantas,QF410,21 Aug 2024,7:00 AM,7:05 AM
Quantas,QF410,22 Aug 2024,7:00 AM,7:16 AM
Quantas,QF410,23 Aug 2024,7:00 AM,7:19 AM
Quantas,QF410,24 Aug 2024,7:00 AM,7:05 AM
Quantas,QF410,25 Aug 2024,7:00 AM,7:10 AM
Quantas,QF410,26 Aug 2024,7:00 AM,7:28 AM
Quantas,QF410,27 Aug 2024,7:00 AM,7:35 AM
Quantas,QF410,28 Aug 2024,7:00 AM,7:10 AM
Quantas,QF410,29 Aug 2024,7:00 AM,7:15 AM
Quantas,QF410,30 Aug 2024,7:00 AM,7:00 AM
Quantas,QF410,31 Aug 2024,7:00 AM,7:15 AM
Quantas,QF414,1 Aug 2024,7:30 AM,7:56 AM
Quantas,QF414,02 Aug 2024,7:30 AM,7:53 AM
Quantas,QF414,03 Aug 2024,7:30 AM,8:02 AM
Quantas,QF414,04 Aug 2024,7:30 AM,
Quantas,QF414,05 Aug 2024,7:30 AM,7:42 AM
Quantas,QF414,06 Aug 2024,7:30 AM,7:39 AM
Quantas,QF414,07 Aug 2024,7:30 AM,7:47 AM
Quantas,QF414,08 Aug 2024,7:30 AM,7:57 AM
Quantas,QF414,09 Aug 2024,7:30 AM,7:38 AM
Quantas,QF414,10 Aug 2024,7:30 AM,7:50 AM
Quantas,QF414,11 Aug 2024,7:30 AM,
Quantas,QF414,12 Aug 2024,7:30 AM,7:58 AM
Quantas,QF414,13 Aug 2024,7:30 AM,7:41 AM
Quantas,QF414,14 Aug 2024,7:30 AM,7:56 AM
Quantas,QF414,15 Aug 2024,7:30 AM,7:50 AM
Quantas,QF414,16 Aug 2024,7:30 AM,7:49 AM
Quantas,QF414,17 Aug 2024,7:30 AM,7:45 AM
Quantas,QF414,18 Aug 2024,7:30 AM,
Quantas,QF414,19 Aug 2024,7:30 AM,
Quantas,QF414,20 Aug 2024,7:30 AM,7:48 AM
Quantas,QF414,21 Aug 2024,7:30 AM,8:02 AM
Quantas,QF414,22 Aug 2024,7:30 AM,7:43 AM
Quantas,QF414,23 Aug 2024,7:30 AM,7:45 AM
Quantas,QF414,24 Aug 2024,7:30 AM,7:44 AM
Quantas,QF414,25 Aug 2024,7:30 AM,
Quantas,QF414,26 Aug 2024,7:30 AM,7:44 AM
Quantas,QF414,27 Aug 2024,7:30 AM,7:54 AM
Quantas,QF414,28 Aug 2024,7:30 AM,7:40 AM
Quantas,QF414,29 Aug 2024,7:30 AM,7:41 AM
Quantas,QF414,30 Aug 2024,7:30 AM,7:34 AM
Quantas,QF414,31 Aug 2024,7:30 AM,
Quantas,QF418,1 Aug 2024,8:00 AM,8:36 AM
Quantas,QF418,02 Aug 2024,8:00 AM,8:07 AM
Quantas,QF418,03 Aug 2024,8:00 AM,8:12 AM
Quantas,QF418,04 Aug 2024,8:00 AM,8:12 AM
Quantas,QF418,05 Aug 2024,8:00 AM,8:11 AM
Quantas,QF418,06 Aug 2024,8:00 AM,8:06 AM
Quantas,QF418,07 Aug 2024,8:00 AM,8:06 AM
Quantas,QF418,08 Aug 2024,8:00 AM,8:16 AM
Quantas,QF418,09 Aug 2024,8:00 AM,8:18 AM
Quantas,QF418,10 Aug 2024,8:00 AM,8:09 AM
Quantas,QF418,11 Aug 2024,8:00 AM,8:05 AM
Quantas,QF418,12 Aug 2024,8:00 AM,8:17 AM
Quantas,QF418,13 Aug 2024,8:00 AM,8:17 AM
Quantas,QF418,14 Aug 2024,8:00 AM,8:14 AM
Quantas,QF418,15 Aug 2024,8:00 AM,8:39 AM
Quantas,QF418,16 Aug 2024,8:00 AM,
Quantas,QF418,17 Aug 2024,8:00 AM,9:02 AM
Quantas,QF418,18 Aug 2024,8:00 AM,8:10 AM
Quantas,QF418,19 Aug 2024,8:00 AM,8:19 AM
Quantas,QF418,20 Aug 2024,8:00 AM,
Quantas,QF418,21 Aug 2024,8:00 AM,8:13 AM
Quantas,QF418,22 Aug 2024,8:00 AM,8:13 AM
Quantas,QF418,23 Aug 2024,8:00 AM,8:28 AM
Quantas,QF418,24 Aug 2024,8:00 AM,
Quantas,QF418,25 Aug 2024,8:00 AM,8:12 AM
Quantas,QF418,26 Aug 2024,8:00 AM,8:24 AM
Quantas,QF418,27 Aug 2024,8:00 AM,8:17 AM
Quantas,QF418,28 Aug 2024,8:00 AM,8:14 AM
Quantas,QF418,29 Aug 2024,8:00 AM,8:04 AM
Quantas,QF418,30 Aug 2024,8:00 AM,8:05 AM
Quantas,QF418,31 Aug 2024,8:00 AM,8:12 AM
Quantas,QF422,1 Aug 2024,8:30 AM,8:43 AM
Quantas,QF422,02 Aug 2024,8:30 AM,8:42 AM
Quantas,QF422,03 Aug 2024,8:30 AM,8:59 AM
Quantas,QF422,04 Aug 2024,8:30 AM,8:38 AM
Quantas,QF422,05 Aug 2024,8:30 AM,8:41 AM
Quantas,QF422,06 Aug 2024,8:30 AM,8:41 AM
Quantas,QF422,07 Aug 2024,8:30 AM,8:48 AM
Quantas,QF422,08 Aug 2024,8:30 AM,8:45 AM
Quantas,QF422,09 Aug 2024,8:30 AM,8:44 AM
Quantas,QF422,10 Aug 2024,8:30 AM,9:08 AM
Quantas,QF422,11 Aug 2024,8:30 AM,8:34 AM
Quantas,QF422,12 Aug 2024,8:30 AM,8:42 AM
Quantas,QF422,13 Aug 2024,8:30 AM,8:54 AM
Quantas,QF422,14 Aug 2024,8:30 AM,8:44 AM
Quantas,QF422,15 Aug 2024,8:30 AM,9:10 AM
Quantas,QF422,16 Aug 2024,8:30 AM,8:45 AM
Quantas,QF422,17 Aug 2024,8:30 AM,8:52 AM
Quantas,QF422,18 Aug 2024,8:30 AM,8:38 AM
Quantas,QF422,19 Aug 2024,8:30 AM,
Quantas,QF422,20 Aug 2024,8:30 AM,
Quantas,QF422,21 Aug 2024,8:30 AM,8:48 AM
Quantas,QF422,22 Aug 2024,8:30 AM,8:55 AM
Quantas,QF422,23 Aug 2024,8:30 AM,8:36 AM
Quantas,QF422,24 Aug 2024,8:30 AM,8:43 AM
Quantas,QF422,25 Aug 2024,8:30 AM,8:36 AM
Quantas,QF422,26 Aug 2024,8:30 AM,8:33 AM
Quantas,QF422,27 Aug 2024,8:30 AM,8:47 AM
Quantas,QF422,28 Aug 2024,8:30 AM,9:25 AM
Quantas,QF422,29 Aug 2024,8:30 AM,8:52 AM
Quantas,QF422,30 Aug 2024,8:30 AM,8:41 AM
Quantas,QF422,31 Aug 2024,8:30 AM,8:43 AM
Quantas,QF426,1 Aug 2024,9:00 AM,9:10 AM
Quantas,QF426,02 Aug 2024,9:00 AM,9:23 AM
Quantas,QF426,03 Aug 2024,9:00 AM,9:18 AM
Quantas,QF426,04 Aug 2024,9:00 AM,9:15 AM
Quantas,QF426,05 Aug 2024,9:00 AM,9:17 AM
Quantas,QF426,06 Aug 2024,9:00 AM,9:25 AM
Quantas,QF426,07 Aug 2024,9:00 AM,9:18 AM
Quantas,QF426,08 Aug 2024,9:00 AM,9:15 AM
Quantas,QF426,09 Aug 2024,9:00 AM,9:21 AM
Quantas,QF426,10 Aug 2024,9:00 AM,9:05 AM
Quantas,QF426,11 Aug 2024,9:00 AM,9:04 AM
Quantas,QF426,12 Aug 2024,9:00 AM,
Quantas,QF426,13 Aug 2024,9:00 AM,
Quantas,QF426,14 Aug 2024,9:00 AM,9:16 AM
Quantas,QF426,15 Aug 2024,9:00 AM,9:26 AM
Quantas,QF426,16 Aug 2024,9:00 AM,9:56 AM
Quantas,QF426,17 Aug 2024,9:00 AM,
Quantas,QF426,18 Aug 2024,9:00 AM,9:05 AM
Quantas,QF426,19 Aug 2024,9:00 AM,9:19 AM
Quantas,QF426,20 Aug 2024,9:00 AM,9:37 AM
Quantas,QF426,21 Aug 2024,9:00 AM,9:13 AM
Quantas,QF426,22 Aug 2024,9:00 AM,9:17 AM
Quantas,QF426,23 Aug 2024,9:00 AM,
Quantas,QF426,24 Aug 2024,9:00 AM,9:18 AM
Quantas,QF426,25 Aug 2024,9:00 AM,9:14 AM
Quantas,QF426,26 Aug 2024,9:00 AM,10:25 AM
Quantas,QF426,27 Aug 2024,9:00 AM,9:21 AM
Quantas,QF426,28 Aug 2024,9:00 AM,9:31 AM
Quantas,QF426,29 Aug 2024,9:00 AM,9:15 AM
Quantas,QF426,30 Aug 2024,9:00 AM,9:30 AM
Quantas,QF426,31 Aug 2024,9:00 AM,9:10 AM
Quantas,QF430,1 Aug 2024,9:30 AM,9:59 AM
Quantas,QF430,02 Aug 2024,9:30 AM,10:03 AM
Quantas,QF430,03 Aug 2024,9:30 AM,9:51 AM
Quantas,QF430,04 Aug 2024,9:30 AM,9:38 AM
Quantas,QF430,05 Aug 2024,9:30 AM,
Quantas,QF430,06 Aug 2024,9:30 AM,9:55 AM
Quantas,QF430,07 Aug 2024,9:30 AM,9:44 AM
Quantas,QF430,08 Aug 2024,9:30 AM,9:45 AM
Quantas,QF430,09 Aug 2024,9:30 AM,9:57 AM
Quantas,QF430,10 Aug 2024,9:30 AM,9:44 AM
Quantas,QF430,11 Aug 2024,9:30 AM,9:53 AM
Quantas,QF430,12 Aug 2024,9:30 AM,9:56 AM
Quantas,QF430,13 Aug 2024,9:30 AM,10:12 AM
Quantas,QF430,14 Aug 2024,9:30 AM,
Quantas,QF430,15 Aug 2024,9:30 AM,10:20 AM
Quantas,QF430,16 Aug 2024,9:30 AM,10:04 AM
Quantas,QF430,17 Aug 2024,9:30 AM,9:43 AM
Quantas,QF430,18 Aug 2024,9:30 AM,9:41 AM
Quantas,QF430,19 Aug 2024,9:30 AM,9:51 AM
Quantas,QF430,20 Aug 2024,9:30 AM,10:15 AM
Quantas,QF430,21 Aug 2024,9:30 AM,9:47 AM
Quantas,QF430,22 Aug 2024,9:30 AM,9:55 AM
Quantas,QF430,23 Aug 2024,9:30 AM,9:59 AM
Quantas,QF430,24 Aug 2024,9:30 AM,
Quantas,QF430,25 Aug 2024,9:30 AM,9:46 AM
Quantas,QF430,26 Aug 2024,9:30 AM,
Quantas,QF430,27 Aug 2024,9:30 AM,9:57 AM
Quantas,QF430,28 Aug 2024,9:30 AM,9:50 AM
Quantas,QF430,29 Aug 2024,9:30 AM,10:06 AM
Quantas,QF430,30 Aug 2024,9:30 AM,9:39 AM
Quantas,QF430,31 Aug 2024,9:30 AM,9:43 AM
Quantas,QF432,1 Aug 2024,10:00 AM,10:17 AM
Quantas,QF432,02 Aug 2024,10:00 AM,10:48 AM
Quantas,QF432,03 Aug 2024,10:00 AM,10:23 AM
Quantas,QF432,04 Aug 2024,10:00 AM,10:17 AM
Quantas,QF432,05 Aug 2024,10:00 AM,10:16 AM
Quantas,QF432,06 Aug 2024,10:00 AM,10:15 AM
Quantas,QF432,07 Aug 2024,10:00 AM,10:07 AM
Quantas,QF432,08 Aug 2024,10:00 AM,10:13 AM
Quantas,QF432,09 Aug 2024,10:00 AM,10:14 AM
Quantas,QF432,10 Aug 2024,10:00 AM,10:13 AM
Quantas,QF432,11 Aug 2024,10:00 AM,10:14 AM
Quantas,QF432,12 Aug 2024,10:00 AM,10:10 AM
Quantas,QF432,13 Aug 2024,10:00 AM,10:41 AM
Quantas,QF432,14 Aug 2024,10:00 AM,10:12 AM
Quantas,QF432,15 Aug 2024,10:00 AM,10:29 AM
Quantas,QF432,16 Aug 2024,10:00 AM,
Quantas,QF432,17 Aug 2024,10:00 AM,10:13 AM
Quantas,QF432,18 Aug 2024,10:00 AM,10:09 AM
Quantas,QF432,19 Aug 2024,10:00 AM,10:20 AM
Quantas,QF432,20 Aug 2024,10:00 AM,
Quantas,QF432,21 Aug 2024,10:00 AM,10:57 AM
Quantas,QF432,22 Aug 2024,10:00 AM,10:18 AM
Quantas,QF432,23 Aug 2024,10:00 AM,10:22 AM
Quantas,QF432,24 Aug 2024,10:00 AM,10:17 AM
Quantas,QF432,25 Aug 2024,10:00 AM,10:07 AM
Quantas,QF432,26 Aug 2024,10:00 AM,10:17 AM
Quantas,QF432,27 Aug 2024,10:00 AM,
Quantas,QF432,28 Aug 2024,10:00 AM,10:14 AM
Quantas,QF432,29 Aug 2024,10:00 AM,10:27 AM
Quantas,QF432,30 Aug 2024,10:00 AM,10:23 AM
Quantas,QF432,31 Aug 2024,10:00 AM,10:10 AM
Quantas,QF436,1 Aug 2024,11:00 AM,11:18 AM
Quantas,QF436,02 Aug 2024,11:00 AM,11:20 AM
Quantas,QF436,03 Aug 2024,11:00 AM,11:13 AM
Quantas,QF436,04 Aug 2024,11:00 AM,11:10 AM
Quantas,QF436,05 Aug 2024,11:00 AM,11:17 AM
Quantas,QF436,06 Aug 2024,11:00 AM,11:17 AM
Quantas,QF436,07 Aug 2024,11:00 AM,11:26 AM
Quantas,QF436,08 Aug 2024,11:00 AM,11:26 AM
Quantas,QF436,09 Aug 2024,11:00 AM,11:13 AM
Quantas,QF436,10 Aug 2024,11:00 AM,11:11 AM
Quantas,QF436,11 Aug 2024,11:00 AM,11:06 AM
Quantas,QF436,12 Aug 2024,11:00 AM,11:08 AM
Quantas,QF436,13 Aug 2024,11:00 AM,11:23 AM
Quantas,QF436,14 Aug 2024,11:00 AM,11:12 AM
Quantas,QF436,15 Aug 2024,11:00 AM,11:22 AM
Quantas,QF436,16 Aug 2024,11:00 AM,11:22 AM
Quantas,QF436,17 Aug 2024,11:00 AM,11:12 AM
Quantas,QF436,18 Aug 2024,11:00 AM,11:03 AM
Quantas,QF436,19 Aug 2024,11:00 AM,11:12 AM
Quantas,QF436,20 Aug 2024,11:00 AM,11:33 AM
Quantas,QF436,21 Aug 2024,11:00 AM,11:14 AM
Quantas,QF436,22 Aug 2024,11:00 AM,11:16 AM
Quantas,QF436,23 Aug 2024,11:00 AM,11:18 AM
Quantas,QF436,24 Aug 2024,11:00 AM,11:12 AM
Quantas,QF436,25 Aug 2024,11:00 AM,11:14 AM
Quantas,QF436,26 Aug 2024,11:00 AM,11:58 AM
Quantas,QF436,27 Aug 2024,11:00 AM,11:12 AM
Quantas,QF436,28 Aug 2024,11:00 AM,11:18 AM
Quantas,QF436,29 Aug 2024,11:00 AM,11:12 AM
Quantas,QF436,30 Aug 2024,11:00 AM,11:09 AM
Quantas,QF436,31 Aug 2024,11:00 AM,11:15 AM
Quantas,QF498,1 Aug 2024,9:00 PM,9:31 PM
Quantas,QF498,02 Aug 2024,9:00 PM,9:27 PM
Quantas,QF498,03 Aug 2024,9:00 PM,9:07 PM
Quantas,QF498,04 Aug 2024,9:00 PM,9:19 PM
Quantas,QF498,05 Aug 2024,9:00 PM,9:11 PM
Quantas,QF498,06 Aug 2024,9:00 PM,9:13 PM
Quantas,QF498,07 Aug 2024,9:00 PM,9:36 PM
Quantas,QF498,08 Aug 2024,9:00 PM,9:34 PM
Quantas,QF498,09 Aug 2024,9:00 PM,9:24 PM
Quantas,QF498,10 Aug 2024,9:00 PM,9:03 PM
Quantas,QF498,11 Aug 2024,9:00 PM,9:10 PM
Quantas,QF498,12 Aug 2024,9:00 PM,9:16 PM
Quantas,QF498,13 Aug 2024,9:00 PM,9:09 PM
Quantas,QF498,14 Aug 2024,9:00 PM,9:21 PM
Quantas,QF498,15 Aug 2024,9:00 PM,9:07 PM
Quantas,QF498,16 Aug 2024,9:00 PM,9:37 PM
Quantas,QF498,17 Aug 2024,9:00 PM,9:04 PM
Quantas,QF498,18 Aug 2024,9:00 PM,
Quantas,QF498,19 Aug 2024,9:00 PM,9:44 PM
Quantas,QF498,20 Aug 2024,9:00 PM,9:25 PM
Quantas,QF498,21 Aug 2024,9:00 PM,9:31 PM
Quantas,QF498,22 Aug 2024,9:00 PM,9:13 PM
Quantas,QF498,23 Aug 2024,9:00 PM,9:21 PM
Quantas,QF498,24 Aug 2024,9:00 PM,9:04 PM
Quantas,QF498,25 Aug 2024,9:00 PM,9:58 PM
Quantas,QF498,26 Aug 2024,9:00 PM,9:21 PM
Quantas,QF498,27 Aug 2024,9:00 PM,9:33 PM
Quantas,QF498,28 Aug 2024,9:00 PM,9:52 PM
Quantas,QF498,29 Aug 2024,9:00 PM,9:11 PM
Quantas,QF498,30 Aug 2024,9:00 PM,9:28 PM
Quantas,QF498,31 Aug 2024,9:00 PM,9:01 PM
Quantas,QF472,1 Aug 2024,6:10 PM,6:24 PM
Quantas,QF472,02 Aug 2024,5:15 PM,5:25 PM
Quantas,QF472,03 Aug 2024,,
Quantas,QF472,04 Aug 2024,5:15 PM,5:46 PM
Quantas,QF472,05 Aug 2024,5:15 PM,5:18 PM
Quantas,QF472,06 Aug 2024,5:15 PM,5:23 PM
Quantas,QF472,07 Aug 2024,5:15 PM,5:27 PM
Quantas,QF472,08 Aug 2024,6:10 PM,6:28 PM
Quantas,QF472,09 Aug 2024,5:15 PM,5:24 PM
Quantas,QF472,10 Aug 2024,,
Quantas,QF472,11 Aug 2024,5:15 PM,5:36 PM
Quantas,QF472,12 Aug 2024,5:15 PM,5:32 PM
Quantas,QF472,13 Aug 2024,5:15 PM,5:20 PM
Quantas,QF472,14 Aug 2024,5:15 PM,5:23 PM
Quantas,QF472,15 Aug 2024,6:10 PM,6:51 PM
Quantas,QF472,16 Aug 2024,5:15 PM,5:23 PM
Quantas,QF472,17 Aug 2024,,
Quantas,QF472,18 Aug 2024,5:15 PM,6:31 PM
Quantas,QF472,19 Aug 2024,5:15 PM,5:48 PM
Quantas,QF472,20 Aug 2024,5:15 PM,5:25 PM
Quantas,QF472,21 Aug 2024,5:15 PM,5:46 PM
Quantas,QF472,22 Aug 2024,6:10 PM,6:22 PM
Quantas,QF472,23 Aug 2024,5:15 PM,5:51 PM
Quantas,QF472,24 Aug 2024,,
Quantas,QF472,25 Aug 2024,5:15 PM,5:26 PM
Quantas,QF472,26 Aug 2024,5:15 PM,5:36 PM
Quantas,QF472,27 Aug 2024,,
Quantas,QF472,28 Aug 2024,5:15 PM,6:29 PM
Quantas,QF472,29 Aug 2024,6:10 PM,6:38 PM
Quantas,QF472,30 Aug 2024,5:15 PM,5:28 PM
Quantas,QF472,31 Aug 2024,,
Quantas,QF478,1 Aug 2024,6:00 PM,6:14 PM
Quantas,QF478,02 Aug 2024,6:00 PM,6:46 PM
Quantas,QF478,03 Aug 2024,6:00 PM,6:04 PM
Quantas,QF478,04 Aug 2024,6:00 PM,7:02 PM
Quantas,QF478,05 Aug 2024,6:00 PM,6:43 PM
Quantas,QF478,06 Aug 2024,6:00 PM,6:03 PM
Quantas,QF478,07 Aug 2024,6:00 PM,6:16 PM
Quantas,QF478,08 Aug 2024,6:00 PM,6:37 PM
Quantas,QF478,09 Aug 2024,6:00 PM,6:20 PM
Quantas,QF478,10 Aug 2024,6:00 PM,6:02 PM
Quantas,QF478,11 Aug 2024,6:00 PM,6:44 PM
Quantas,QF478,12 Aug 2024,6:00 PM,6:16 PM
Quantas,QF478,13 Aug 2024,6:00 PM,6:10 PM
Quantas,QF478,14 Aug 2024,6:00 PM,6:13 PM
Quantas,QF478,15 Aug 2024,6:00 PM,6:22 PM
Quantas,QF478,16 Aug 2024,6:00 PM,8:42 PM
Quantas,QF478,17 Aug 2024,6:00 PM,7:29 PM
Quantas,QF478,18 Aug 2024,6:00 PM,6:42 PM
Quantas,QF478,19 Aug 2024,6:00 PM,6:11 PM
Quantas,QF478,20 Aug 2024,6:00 PM,6:37 PM
Quantas,QF478,21 Aug 2024,6:00 PM,6:16 PM
Quantas,QF478,22 Aug 2024,6:00 PM,6:36 PM
Quantas,QF478,23 Aug 2024,6:00 PM,6:17 PM
Quantas,QF478,24 Aug 2024,6:00 PM,6:12 PM
Quantas,QF478,25 Aug 2024,6:00 PM,8:33 PM
Quantas,QF478,26 Aug 2024,6:00 PM,6:06 PM
Quantas,QF478,27 Aug 2024,6:00 PM,6:10 PM
Quantas,QF478,28 Aug 2024,6:00 PM,
Quantas,QF478,29 Aug 2024,6:00 PM,6:20 PM
Quantas,QF478,30 Aug 2024,6:00 PM,6:55 PM
Quantas,QF478,31 Aug 2024,6:00 PM,6:12 PM
Quantas,QF470,1 Aug 2024,5:00 PM,5:54 PM
Quantas,QF470,02 Aug 2024,5:00 PM,5:09 PM
Quantas,QF470,03 Aug 2024,5:00 PM,5:21 PM
Quantas,QF470,04 Aug 2024,5:00 PM,5:07 PM
Quantas,QF470,05 Aug 2024,5:00 PM,5:05 PM
Quantas,QF470,06 Aug 2024,5:00 PM,5:08 PM
Quantas,QF470,07 Aug 2024,5:00 PM,5:14 PM
Quantas,QF470,08 Aug 2024,5:00 PM,5:13 PM
Quantas,QF470,09 Aug 2024,5:00 PM,5:40 PM
Quantas,QF470,10 Aug 2024,5:00 PM,5:03 PM
Quantas,QF470,11 Aug 2024,5:00 PM,5:06 PM
Quantas,QF470,12 Aug 2024,5:00 PM,5:14 PM
Quantas,QF470,13 Aug 2024,5:00 PM,5:29 PM
Quantas,QF470,14 Aug 2024,5:00 PM,5:14 PM
Quantas,QF470,15 Aug 2024,5:00 PM,5:34 PM
Quantas,QF470,16 Aug 2024,5:00 PM,5:09 PM
Quantas,QF470,17 Aug 2024,5:00 PM,5:04 PM
Quantas,QF470,18 Aug 2024,5:00 PM,6:15 PM
Quantas,QF470,19 Aug 2024,5:00 PM,5:30 PM
Quantas,QF470,20 Aug 2024,5:00 PM,5:09 PM
Quantas,QF470,21 Aug 2024,5:00 PM,5:15 PM
Quantas,QF470,22 Aug 2024,5:00 PM,
Quantas,QF470,23 Aug 2024,5:00 PM,5:43 PM
Quantas,QF470,24 Aug 2024,5:00 PM,5:05 PM
Quantas,QF470,25 Aug 2024,5:00 PM,7:01 PM
Quantas,QF470,26 Aug 2024,5:00 PM,5:06 PM
Quantas,QF470,27 Aug 2024,5:00 PM,5:07 PM
Quantas,QF470,28 Aug 2024,5:00 PM,6:40 PM
Quantas,QF470,29 Aug 2024,5:00 PM,
Quantas,QF470,30 Aug 2024,5:00 PM,5:59 PM
Quantas,QF470,31 Aug 2024,5:00 PM,6:31 PM
Quantas,QF466,1 Aug 2024,4:30 PM,4:55 PM
Quantas,QF466,02 Aug 2024,4:30 PM,4:44 PM
Quantas,QF466,03 Aug 2024,,
Quantas,QF466,04 Aug 2024,4:30 PM,4:39 PM
Quantas,QF466,05 Aug 2024,4:30 PM,4:37 PM
Quantas,QF466,06 Aug 2024,4:30 PM,4:58 PM
Quantas,QF466,07 Aug 2024,4:30 PM,4:40 PM
Quantas,QF466,08 Aug 2024,4:30 PM,4:57 PM
Quantas,QF466,09 Aug 2024,4:30 PM,4:40 PM
Quantas,QF466,10 Aug 2024,,
Quantas,QF466,11 Aug 2024,4:30 PM,4:51 PM
Quantas,QF466,12 Aug 2024,4:30 PM,5:16 PM
Quantas,QF466,13 Aug 2024,4:30 PM,4:43 PM
Quantas,QF466,14 Aug 2024,4:30 PM,4:59 PM
Quantas,QF466,15 Aug 2024,4:30 PM,4:59 PM
Quantas,QF466,16 Aug 2024,4:10 PM,4:44 PM
Quantas,QF466,17 Aug 2024,,
Quantas,QF466,18 Aug 2024,4:30 PM,5:48 PM
Quantas,QF466,19 Aug 2024,,
Quantas,QF466,20 Aug 2024,4:30 PM,4:44 PM
Quantas,QF466,21 Aug 2024,4:30 PM,4:53 PM
Quantas,QF466,22 Aug 2024,4:30 PM,4:49 PM
Quantas,QF466,23 Aug 2024,4:10 PM,4:24 PM
Quantas,QF466,24 Aug 2024,,
Quantas,QF466,25 Aug 2024,4:30 PM,5:18 PM
Quantas,QF466,26 Aug 2024,4:30 PM,4:48 PM
Quantas,QF466,27 Aug 2024,,
Quantas,QF466,28 Aug 2024,4:30 PM,5:10 PM
Quantas,QF466,29 Aug 2024,4:30 PM,4:59 PM
Quantas,QF466,30 Aug 2024,4:10 PM,4:31 PM
Quantas,QF466,31 Aug 2024,,
Quantas,QF464,1 Aug 2024,4:15 PM,4:40 PM
Quantas,QF464,02 Aug 2024,4:15 PM,4:58 PM
Quantas,QF464,03 Aug 2024,4:15 PM,
Quantas,QF464,04 Aug 2024,4:15 PM,4:41 PM
Quantas,QF464,05 Aug 2024,4:15 PM,4:41 PM
Quantas,QF464,06 Aug 2024,4:15 PM,4:41 PM
Quantas,QF464,07 Aug 2024,4:15 PM,4:33 PM
Quantas,QF464,08 Aug 2024,4:15 PM,4:35 PM
Quantas,QF464,09 Aug 2024,4:15 PM,4:36 PM
Quantas,QF464,10 Aug 2024,4:15 PM,
Quantas,QF464,11 Aug 2024,4:15 PM,4:29 PM
